http://www.ic.gc.ca/app/ic/cr/cntrctDtls.do?lang=eng&qrtr=81&po=9201333401,"Industry Canada","VOX POPULI COMMUNICATIONS",9201333401,2005-12-21,"Non-professional personal service contracts not elsewhere specified","2005-12-21 - 2008-03-31",,21420.00,
http://www.ic.gc.ca/app/ic/cr/cntrctDtls.do?lang=eng&qrtr=81&po=5017545,"Industry Canada","OGILVY RENAULT",5017545,2006-04-01,"Other business services not elsewhere specified","2006-04-01 - 2008-03-31",,24982.00,
http://www.ic.gc.ca/app/ic/cr/cntrctDtls.do?lang=eng&qrtr=81&po=2522774,"Industry Canada","BORLAND CANADA SOFTWARE INC.",2522774,2007-03-02,"Computer software","2007-03-02 - 2008-03-01",,11954.00,
http://www.ic.gc.ca/app/ic/cr/cntrctDtls.do?lang=eng&qrtr=81&po=9201259201,"Industry Canada","CONTRACT FURNITURE SOURCE",9201259201,2007-04-01,"Other equipment","2007-04-01 - 2007-06-30",,77632.00,
http://www.ic.gc.ca/app/ic/cr/cntrctDtls.do?lang=eng&qrtr=81&po=9201236402,"Industry Canada","ORACLE CORPORATION CANADA INC.",9201236402,2007-04-01,"Computer software","2007-04-01 - 2008-03-31",,13040.00,
http://www.ic.gc.ca/app/ic/cr/cntrctDtls.do?lang=eng&qrtr=81&po=3021748,"Industry Canada","FLEMING COMMUNICATIONS INC.",3021748,2007-05-10,"Digital communications equipment for integrated voice, data (message/text, and computer) or image/video communications","2007-05-10 - 2007-05-10",,19640.00,
http://www.ic.gc.ca/app/ic/cr/cntrctDtls.do?lang=eng&qrtr=81&po=9201308202,"Industry Canada",INMOTION,9201308202,2007-07-31,"Communications professional services not elsewhere specified","2007-07-31 - 2008-03-31",,21341.00,
http://www.ic.gc.ca/app/ic/cr/cntrctDtls.do?lang=eng&qrtr=81&po=3022117,"Industry Canada","GRAND &amp; TOY LTD.",3022117,2007-10-01,"Office and stationers supplies","2007-10-01 - 2007-10-31",,12275.00,
http://www.ic.gc.ca/app/ic/cr/cntrctDtls.do?lang=eng&qrtr=81&po=3021696,"Industry Canada","GRAND &amp; TOY LTD.",3021696,2007-10-01,"Office and stationers supplies","2007-10-01 - 2007-10-31",,11260.00,
http://www.ic.gc.ca/app/ic/cr/cntrctDtls.do?lang=eng&qrtr=81&po=3021467,"Industry Canada","GRAND &amp; TOY LTD.",3021467,2007-10-01,"Office and stationers supplies","2007-10-01 - 2007-10-31",,18935.00,
http://www.ic.gc.ca/app/ic/cr/cntrctDtls.do?lang=eng&qrtr=81&po=3021468,"Industry Canada","CORPORATE EXPRESS PRODUITS DE",3021468,2007-10-01,"Office and stationers supplies","2007-10-01 - 2007-10-31",,17392.00,
http://www.ic.gc.ca/app/ic/cr/cntrctDtls.do?lang=eng&qrtr=81&po=3021697,"Industry Canada","CORPORATE EXPRESS PRODUITS DE",3021697,2007-10-01,"Office and stationers supplies","2007-10-01 - 2007-10-31",,15044.00,
http://www.ic.gc.ca/app/ic/cr/cntrctDtls.do?lang=eng&qrtr=81&po=3022118,"Industry Canada","CORPORATE EXPRESS PRODUITS DE",3022118,2007-10-01,"Office and stationers supplies","2007-10-01 - 2007-10-31",,16250.00,
http://www.ic.gc.ca/app/ic/cr/cntrctDtls.do?lang=eng&qrtr=81&po=9201313201,"Industry Canada","FRONTRANGE SOLUTIONS USA INC.",9201313201,2007-10-01,"Computer equipment - hardware and software","2007-10-01 - 2008-09-30",,28967.00,
http://www.ic.gc.ca/app/ic/cr/cntrctDtls.do?lang=eng&qrtr=81&po=9201327201,"Industry Canada","PHOENIX STRATEGIC PERSPECTIVES INC.",9201327201,2007-10-04,"Printed matter, including books, newspapers, pictures, manuscripts and forms","2007-10-04 - 2008-08-30",,26250.00,
http://www.ic.gc.ca/app/ic/cr/cntrctDtls.do?lang=eng&qrtr=81&po=9201340201,"Industry Canada","AEROSYSTEMS INTERNATIONAL INC.",9201340201,2007-10-05,"Other equipment","2007-10-05 - 2008-02-06",,14325.00,
http://www.ic.gc.ca/app/ic/cr/cntrctDtls.do?lang=eng&qrtr=81&po=5021029,"Industry Canada","MICHRISP INC.",5021029,2007-10-09,"Management consulting","2007-10-09 - 2008-02-01",,10518.00,
http://www.ic.gc.ca/app/ic/cr/cntrctDtls.do?lang=eng&qrtr=81&po=9201339201,"Industry Canada","ROHDE &amp; SCHWARZ CANADA INC.",9201339201,2007-10-10,"Measuring, controlling, laboratory, medical and optical equipment and parts","2007-10-10 - 2008-02-18",,47717.00,
http://www.ic.gc.ca/app/ic/cr/cntrctDtls.do?lang=eng&qrtr=81&po=9201342201,"Industry Canada","NAVAIR INC.",9201342201,2007-10-16,"Tools, and implements","2007-10-16 - 2007-12-22",,22822.00,
http://www.ic.gc.ca/app/ic/cr/cntrctDtls.do?lang=eng&qrtr=81&po=9201348201,"Industry Canada","NAVAIR INC.",9201348201,2007-10-30,"Other equipment","2007-10-30 - 2008-02-29",,17497.00,
http://www.ic.gc.ca/app/ic/cr/cntrctDtls.do?lang=eng&qrtr=81&po=9201344301,"Industry Canada","OGILVYS MONTREAL INC.",9201344301,2007-11-01,"Advertising services","2007-11-01 - 2007-12-14",,10574.00,
http://www.ic.gc.ca/app/ic/cr/cntrctDtls.do?lang=eng&qrtr=81&po=9201327401,"Industry Canada","IBM CANADA LTD.",9201327401,2007-11-01,"Computer equipment - hardware and software","2007-11-01 - 2008-06-30",,136575.00,
http://www.ic.gc.ca/app/ic/cr/cntrctDtls.do?lang=eng&qrtr=81&po=3021470,"Industry Canada","COMPUTER MEDIA GROUP",3021470,2007-11-01,"Office and stationers supplies","2007-11-01 - 2007-11-30",,14605.00,
http://www.ic.gc.ca/app/ic/cr/cntrctDtls.do?lang=eng&qrtr=81&po=9201355201,"Industry Canada","IBM CANADA LTD.",9201355201,2007-11-01,"Rental of computer software","2007-11-01 - 2008-06-30",,67183.00,
http://www.ic.gc.ca/app/ic/cr/cntrctDtls.do?lang=eng&qrtr=81&po=9201341301,"Industry Canada","IBM CANADA LTD.",9201341301,2007-11-01,"Computer equipment - hardware and software","2007-11-01 - 2008-06-30",,33439.00,
http://www.ic.gc.ca/app/ic/cr/cntrctDtls.do?lang=eng&qrtr=81&po=3021699,"Industry Canada","COMPUTER MEDIA GROUP",3021699,2007-11-01,"Office and stationers supplies","2007-11-01 - 2007-11-30",,12912.00,
http://www.ic.gc.ca/app/ic/cr/cntrctDtls.do?lang=eng&qrtr=81&po=3022120,"Industry Canada","COMPUTER MEDIA GROUP",3022120,2007-11-01,"Office and stationers supplies","2007-11-01 - 2007-11-30",,16686.00,
http://www.ic.gc.ca/app/ic/cr/cntrctDtls.do?lang=eng&qrtr=81&po=9201348305,"Industry Canada","ROHDE &amp; SCHWARZ CANADA INC.",9201348305,2007-11-01,"Measuring, controlling, laboratory, medical and optical equipment and parts","2007-11-01 - 2008-03-31",,45435.00,
http://www.ic.gc.ca/app/ic/cr/cntrctDtls.do?lang=eng&qrtr=81&po=9201348304,"Industry Canada","ROHDE &amp; SCHWARZ CANADA INC.",9201348304,2007-11-01,"Measuring, controlling, laboratory, medical and optical equipment and parts","2007-11-01 - 2008-03-31",,45435.00,
http://www.ic.gc.ca/app/ic/cr/cntrctDtls.do?lang=eng&qrtr=81&po=9201344302,"Industry Canada","COSSETTE COMMUNICATION INC.",9201344302,2007-11-09,"Advertising services","2007-11-09 - 2008-03-31",,66333.00,
http://www.ic.gc.ca/app/ic/cr/cntrctDtls.do?lang=eng&qrtr=81&po=5020934,"Industry Canada","UNIVERSIT&Eacute; DU QU&Eacute;BEC &Agrave; MONTR&Eacute;AL",5020934,2007-11-13,"Research contracts","2007-11-13 - 2008-02-29",,24480.00,
http://www.ic.gc.ca/app/ic/cr/cntrctDtls.do?lang=eng&qrtr=81&po=9201344202,"Industry Canada","COSSETTE COMMUNICATION INC.",9201344202,2007-11-20,"Advertising services","2007-11-20 - 2008-03-31",,37731.00,
http://www.ic.gc.ca/app/ic/cr/cntrctDtls.do?lang=eng&qrtr=81&po=9201357201,"Industry Canada","GENERAL MOTORS OF CANADA LIMITED",9201357201,2007-11-20,"Road motor vehicles","2007-11-20 - 2008-02-08",,19089.00,
http://www.ic.gc.ca/app/ic/cr/cntrctDtls.do?lang=eng&qrtr=81&po=3021529,"Industry Canada","PANASONIC CANADA INC.",3021529,2007-11-20,"Computer equipment - small-desktop/ personal/ portable/keyboard","2007-11-20 - 2007-12-18",,20093.00,
http://www.ic.gc.ca/app/ic/cr/cntrctDtls.do?lang=eng&qrtr=81&po=5021056,"Industry Canada","SECOR CONSEIL INC.",5021056,2007-12-03,"Communications professional services not elsewhere specified","2007-12-03 - 2008-02-22",,15750.00,
http://www.ic.gc.ca/app/ic/cr/cntrctDtls.do?lang=eng&qrtr=81&po=9201363301,"Industry Canada","GENERAL MOTORS OF CANADA LIMITED",9201363301,2007-12-06,"Road motor vehicles","2007-12-06 - 2008-03-31",,27164.00,
http://www.ic.gc.ca/app/ic/cr/cntrctDtls.do?lang=eng&qrtr=81&po=3506689,"Industry Canada","CANON CANADA INC.",3506689,2007-12-10,"Rental of machinery, office furniture and fixtures and other equipment","2008-01-01 - 2012-12-31",,10526.00,
http://www.ic.gc.ca/app/ic/cr/cntrctDtls.do?lang=eng&qrtr=81&po=9201363401,"Industry Canada","DAIMLER CHRYSLER CANADA INC.",9201363401,2007-12-10,"Road motor vehicles","2007-12-10 - 2008-03-31",,36302.00,
http://www.ic.gc.ca/app/ic/cr/cntrctDtls.do?lang=eng&qrtr=81&po=9201334401,"Industry Canada","INFORMATION BUILDERS (CANADA) INC.",9201334401,2007-12-11,"Computer software","2007-12-11 - 2008-12-10",,39690.00,
http://www.ic.gc.ca/app/ic/cr/cntrctDtls.do?lang=eng&qrtr=81&po=9201371201,"Industry Canada","S.M.I. SUPPORT MEASURES INC.",9201371201,2007-12-17,"Measuring, controlling, laboratory, medical and optical equipment and parts","2007-12-17 - 2008-03-31",,84769.00,
http://www.ic.gc.ca/app/ic/cr/cntrctDtls.do?lang=eng&qrtr=81&po=9201369301,"Industry Canada","FORD MOTOR COMPANY OF CANADA",9201369301,2007-12-17,"Road motor vehicles","2007-12-17 - 2008-03-28",,110051.00,
http://www.ic.gc.ca/app/ic/cr/cntrctDtls.do?lang=eng&qrtr=81&po=9201369201,"Industry Canada","FORD MOTOR COMPANY OF CANADA",9201369201,2007-12-17,"Road motor vehicles","2007-12-17 - 2008-03-31",,57979.00,
http://www.ic.gc.ca/app/ic/cr/cntrctDtls.do?lang=eng&qrtr=81&po=9201358501,"Industry Canada","EKOS RESEARCH ASSOCIATES INC.",9201358501,2007-12-17,"Management consulting","2007-12-17 - 2008-03-31",,61249.00,
http://www.ic.gc.ca/app/ic/cr/cntrctDtls.do?lang=eng&qrtr=81&po=9201370402,"Industry Canada","RDF PRODUCTS",9201370402,2007-12-20,"Special industry machinery","2007-12-20 - 2008-03-31",,20503.00,
http://www.ic.gc.ca/app/ic/cr/cntrctDtls.do?lang=eng&qrtr=81&po=9201368201,"Industry Canada","FORD MOTOR COMPANY OF CANADA",9201368201,2007-12-21,"Road motor vehicles","2007-12-21 - 2008-03-31",,26501.00,
http://www.ic.gc.ca/app/ic/cr/cntrctDtls.do?lang=eng&qrtr=81&po=9201370504,"Industry Canada","S.M.I. SUPPORT MEASURES INC.",9201370504,2007-12-21,"Measuring, controlling, laboratory, medical and optical equipment and parts","2007-12-21 - 2008-03-31",,154536.00,
http://www.ic.gc.ca/app/ic/cr/cntrctDtls.do?lang=eng&qrtr=81&po=9201326401,"Industry Canada","TEKTRONIX CANADA LTD",9201326401,2007-12-21,"Measuring, controlling, laboratory, medical and optical equipment and parts","2007-12-21 - 2008-03-31",,47889.00,
http://www.ic.gc.ca/app/ic/cr/cntrctDtls.do?lang=eng&qrtr=81&po=3021464,"Industry Canada","DELL COMPUTER CORPORATION",3021464,2008-01-01,"Computer equipment - small-desktop/ personal/ portable/keyboard","2008-01-01 - 2008-01-11",,20030.00,
http://www.ic.gc.ca/app/ic/cr/cntrctDtls.do?lang=eng&qrtr=81&po=9201358201,"Industry Canada","ANSOFT CORPORATION",9201358201,2008-01-01,"Computer equipment - hardware and software","2008-01-01 - 2008-12-31",,26478.00,
http://www.ic.gc.ca/app/ic/cr/cntrctDtls.do?lang=eng&qrtr=81&po=3506709,"Industry Canada","CANWEST INTERACTIVE INC.",3506709,2008-01-01,"Other business services not elsewhere specified","2008-01-01 - 2008-12-31",,20670.00,
http://www.ic.gc.ca/app/ic/cr/cntrctDtls.do?lang=eng&qrtr=81&po=9201170401,"Industry Canada","EUROPEAN PATENT OFFICE",9201170401,2008-01-01,"Other business services not elsewhere specified","2008-01-01 - 2009-12-31",,2583253.00,
http://www.ic.gc.ca/app/ic/cr/cntrctDtls.do?lang=eng&qrtr=81&po=3506713,"Industry Canada",INTERLANGUES,3506713,2008-01-01,"Tuition fees and costs of attending courses including seminars not elsewhere specified","2008-01-01 - 2008-12-31",,28080.00,
http://www.ic.gc.ca/app/ic/cr/cntrctDtls.do?lang=eng&qrtr=81&po=5020518,"Industry Canada","ELSEVIER B.V.",5020518,2008-01-01,"Other business services not elsewhere specified","2008-01-01 - 2009-12-31",,16627.00,
