http://active.inspection.gc.ca/scripts/agen/proactive/contra/contrarport.asp?lang=e&yr=2010-2011&q=1&contraID=6842,"Canadian Food Inspection Agency","HAY GROUP LTD",3000413045,2010-06-30,"Other Professional Services 499 - Other Professional Services not Elsewhere Specified",2010-06-30,2010-08-16,10231.00,"This contract was sole-sourced."
http://active.inspection.gc.ca/scripts/agen/proactive/contra/contrarport.asp?lang=e&yr=2010-2011&q=1&contraID=6789,"Canadian Food Inspection Agency","JOHNSON CONTROLS SYSTEMS PRODUCTS",3000412933,2010-06-29,"Other Professional Services 499 - Other Professional Services not Elsewhere Specified",2010-06-22,2010-07-02,21296.00,"This contract was sole-sourced."
http://active.inspection.gc.ca/scripts/agen/proactive/contra/contrarport.asp?lang=e&yr=2010-2011&q=1&contraID=6668,"Canadian Food Inspection Agency","UNIVERSITY OF GUELPH",3000412970,2010-06-29,"Scientific Services 430 - Scientific Services",2010-07-01,2010-07-31,15750.00,"This contract is a call-up against a standing offer."
http://active.inspection.gc.ca/scripts/agen/proactive/contra/contrarport.asp?lang=e&yr=2010-2011&q=1&contraID=6667,"Canadian Food Inspection Agency","PACIFIC RIM LABORATORIES",3000412973,2010-06-29,"Scientific Services 430 - Scientific Services",2010-07-01,2010-07-31,17850.00,"This contract is a call-up against a standing offer."
http://active.inspection.gc.ca/scripts/agen/proactive/contra/contrarport.asp?lang=e&yr=2010-2011&q=1&contraID=6666,"Canadian Food Inspection Agency","SILLIKER JR LABORATORIES, ULC.",3000412964,2010-06-29,"Scientific Services 430 - Scientific Services",2010-07-01,2010-07-31,294000.00,"This contract is a call-up against a standing offer."
http://active.inspection.gc.ca/scripts/agen/proactive/contra/contrarport.asp?lang=e&yr=2010-2011&q=1&contraID=6665,"Canadian Food Inspection Agency","MAXXAM ANALYTICS",3000412993,2010-06-29,"Scientific Services 430 - Scientific Services",2010-07-01,2010-07-31,373800.00,"This contract is a call-up against a standing offer."
http://active.inspection.gc.ca/scripts/agen/proactive/contra/contrarport.asp?lang=e&yr=2010-2011&q=1&contraID=6788,"Canadian Food Inspection Agency","MINISTER OF FINANCE",3000412883,2010-06-29,"Other Professional Services 499 - Other Professional Services not Elsewhere Specified",2010-04-01,2011-03-31,60900.00,"This contract was sole-sourced."
http://active.inspection.gc.ca/scripts/agen/proactive/contra/contrarport.asp?lang=e&yr=2010-2011&q=1&contraID=6738,"Canadian Food Inspection Agency","INTEGRA NETWORKS CORPORATION",20110073A,2010-06-29,"Acquisition of Informatics Equipment and Parts 1228 - Computer Software",,2010-06-30,72314.00,"This contract was competitively sourced."
http://active.inspection.gc.ca/scripts/agen/proactive/contra/contrarport.asp?lang=e&yr=2010-2011&q=1&contraID=6790,"Canadian Food Inspection Agency","THE CANADIAN PRESS",3000412734,2010-06-25,"Other Professional Services 499 - Other Professional Services not Elsewhere Specified",2010-06-28,2011-03-31,19341.00,"This contract was sole-sourced."
http://active.inspection.gc.ca/scripts/agen/proactive/contra/contrarport.asp?lang=e&yr=2010-2011&q=1&contraID=6862,"Canadian Food Inspection Agency",AMITA,3000388064,2010-06-25,"Informatics Services 472 - Information Technology Consultants $60,750",2010/07/01,2010/09/30,48195.00,"This contract includes one or more amendments."
