http://www.cfgb-cgfc.gc.ca/english/PD_dc_report11_12_1st_cd_TPG.html,"Canadian Forces Grievance Board","TPG Consulting Inc.",461-11-1003,2011-04-12,"0472 - System Administrator","2011-05-03 to 2012-04-25",,167475.04,
http://www.cfgb-cgfc.gc.ca/english/PD_dc_report11_12_1st_cd_BDMK.html,"Canadian Forces Grievance Board","BDMK Consultants",461-11-1013,2011-05-10,"0472 - Information Architect Services","2011-05-18 to 2012-03-31",,19210.00,
http://www.cfgb-cgfc.gc.ca/english/PD_dc_report11_12_1st_cd_XIST.html,"Canadian Forces Grievance Board","XIST Inc.",431-11-1015,2011-05-13,"0471 - Compliance with GoC internet Standard","2011-05-16 to 2012-03-31",,73450.00,
http://www.cfgb-cgfc.gc.ca/english/PD_dc_report10_11_4th_cd_Ryan.html,"Canadian Forces Grievance Board","Ryan Smith Design Associates",431-10-1036,2011-01-05,"0351 - Communication Professionnal Services","2011-01-10 to 2011-03-29",,16526.75,"AMENDMENT: Original Contract Value: $10,706.75"
http://www.cfgb-cgfc.gc.ca/english/PD_dc_report10_11_4th_cd_EWA.html,"Canadian Forces Grievance Board","Electronic Warfare Associates",461-10-1048,2011-01-05,"0472 - IT Consulting","2011-01-10 to 2011-05-31",,23335.63,
http://www.cfgb-cgfc.gc.ca/english/PD_dc_report10_11_2nd_cd_Copem.html,"Canadian Forces Grievance Board","Copem Consulting Inc.",451-10-1006,2010-03-26,"0491 - Management Consulting","2010-04-01 to 2011-03-31",,20142.25,"AMENDMENT: Original Contract Value: $6,497.50"
http://www.cfgb-cgfc.gc.ca/english/PD_dc_report10_11_2nd_cd_Telus.html,"Canadian Forces Grievance Board",Telus,491-10-1020,2010-07-19,"0491 - Management Consulting","2010-07-19 to 2013-07-18",,36175.95,
http://www.cfgb-cgfc.gc.ca/english/PD_dc_report10_11_2nd_cd_IMCBS.html,"Canadian Forces Grievance Board","I.M.C.B.S. Corporation",461-10-1026,2010-10-07,"0491 - Management Consulting","2010-10-07 to 2011-03-31",,40680.00,
http://www.cfgb-cgfc.gc.ca/english/PD_dc_report10_11_2nd_cd_Excel.html,"Canadian Forces Grievance Board","Excel HR",431-10-1027,2010-10-12,"0813 - Temporary help services","2010-10-12 to 2010-12-31",,14370.21,"Call-up against a PWGSC procurement tool."
http://www.cfgb-cgfc.gc.ca/english/PD_dc_report10_11_1st_cd_ANet.html,"Canadian Forces Grievance Board","A.Net Solutions Inc.",471-10-0001,2010-02-22,"0472 - IT Consulting","2010-04-01 to 2011-03-31",,85040.00,
